HTS,HTS Six-Digit,BEC Code,BEC Description,2015 Imports for Consumption,2016 Imports for Consumption,2017 Imports for Consumption,2018 Imports for Consumption,January through April 2019 Imports for Consumption,"Average Imports for 2015, 2016, and 2017"
85331000,853310,42,Intermediate,7699025,6713928,6705300,8143591,1729432,7039417.5
85332100,853321,42,Intermediate,43791360,43794016,44315640,63122024,13722770,43967004
85332900,853329,42,Intermediate,18643762,8742225,18523592,19388202,4042883,15303193
85333100,853331,42,Intermediate,897479,425316,428229,594000,177041,583674.6875
85334040,853340,42,Intermediate,26802070,31830344,33968488,28576288,5813580,30866968
85334080,853340,42,Intermediate,118899288,101368568,94204848,89084880,21645798,104824232
85339080,853390,42,Intermediate,2518735,3283360,3676018,6458729,1003077,3159371
85351000,853510,42,Intermediate,15571354,20619688,20578944,13765791,4477265,18923328
85352100,853521,42,Intermediate,2875605,2695167,4991543,4039150,1136784,3520771.75
85352900,853529,42,Intermediate,11085227,9607976,7440862,4708158,909120,9378022
85353000,853530,42,Intermediate,17451592,9160417,10128833,9018857,1686354,12246947
85359040,853590,42,Intermediate,1198709,734506,402743,1827644,276340,778652.6875
85359080,853590,42,Intermediate,49261080,50319540,53351540,43143000,11646856,50977388
85361000,853610,42,Intermediate,17639192,19381924,13867700,18978292,4379390,16962938
85362000,853620,42,Intermediate,45631700,55207936,59367320,54287960,18235968,53402320
85363040,853630,42,Intermediate,12840213,8472689,10236394,11185368,3599436,10516432
85364100,853641,42,Intermediate,117787072,102218216,124478424,130785568,36557496,114827904
85364900,853649,42,Intermediate,110290312,110110912,121258584,124771104,36710604,113886600
85365040,853650,42,Intermediate,24445940,21120804,19436020,19384454,5953718,21667588
85365090,853650,42,Intermediate,419377856,415893152,484902592,448216704,125863192,440057856
85366940,853669,42,Intermediate,495257536,535297024,543460160,537807424,117157640,524671584
85369040,853690,42,Intermediate,138758992,130546464,141295872,152119744,38151428,136867104
85369085,853690,42,Intermediate,0,97096912,192301728,208588928,57598024,96466216
85371060,853710,42,Intermediate,21578496,11626176,19569668,20735400,3750045,17591446
85371080,853710,42,Intermediate,0,4933598,25944068,28423732,8021757,10292555
85372000,853720,42,Intermediate,7947265,6127381,7254243,4989742,2167401,7109629.5
85381000,853810,42,Intermediate,15105336,18509820,19482494,18863666,8741802,17699216
85389040,853890,42,Intermediate,743446,780830,1189801,1311862,207958,904692.3125
85389060,853890,42,Intermediate,155713104,179796464,187691456,161930064,22995062,174400336
85389081,853890,42,Intermediate,0,125207600,253241744,273756288,69948040,126149784
85394100,853941,42,Intermediate,5569010,5576567,4163591,3130975,937337,5103056
85399000,853990,22,Intermediate,12491514,14365150,18237976,14205050,2397471,15031547
85407910,854079,42,Intermediate,0,32950,0,0,0,10983.33301
85407920,854079,42,Intermediate,3381,2108,0,0,0,1829.666626
85408900,854089,42,Intermediate,5245675,5030085,4883710,4833847,1299833,5053156.5
85412100,854121,42,Intermediate,53851224,78191072,72892008,61696444,15737826,68311432
85412900,854129,42,Intermediate,212176992,189514000,212172240,287721280,84318664,204621072
85413000,854130,42,Intermediate,29241284,26039938,28920218,28518528,6126325,28067146
85414020,854140,42,Intermediate,580858112,652521088,626420288,491437088,92549360,619933184
85414070,854140,42,Intermediate,2037582,1013217,1477946,1790478,313365,1509581.625
85414080,854140,42,Intermediate,34844056,41847592,52757352,59906120,16538140,43149668
85414095,854140,42,Intermediate,21898164,18975952,13615637,13845605,3215950,18163252
85415000,854150,42,Intermediate,21297006,30995356,34629232,27162490,4399483,28973864
85416000,854160,42,Intermediate,170180352,242229184,167920112,108756616,12799944,193443216
85419000,854190,42,Intermediate,42545524,30742416,36092048,28285484,14773001,36459996
85431000,854310,41,Capital,63825,844692,1017123,501227,1115229,641880
85432000,854320,41,Capital,3592102,3950044,9425351,6856958,1693844,5655832.5
85433020,854330,41,Capital,0,1542246,798735,475732,21800,780327
85433090,854330,41,Capital,0,10812551,28865946,30153588,9751101,13226166
85437020,854370,41,Capital,1807688,2737599,2675961,1825599,170205,2407082.75
85437042,854370,41,Capital,0,3632577,8948705,5815950,187243,4193760.75
85437060,854370,41,Capital,1261447,2232194,3497348,3183400,611299,2330329.75
85437080,854370,41,Capital,125256,97932,967123,255100,23011,396770.3438
85437095,854370,41,Capital,0,2510323,6896848,5661075,709195,3135723.75
85437097,854371,7,Unspecified,0,2672486,2736114,1864492,373157,1802866.625
85439012,854390,42,Intermediate,0,26241056,23590040,17354734,5690176,16610365
85439015,854390,42,Intermediate,299670,411485,1370450,1018979,456738,693868.3125
85439035,854390,42,Intermediate,2335920,1906282,6206333,3046582,333993,3482845
85439065,854390,42,Intermediate,1587522,2023146,4963794,4420734,548876,2858154
85439068,854390,42,Intermediate,37557312,45607592,42144316,24932928,5792913,41769740
85441100,854411,22,Intermediate,23682380,21026960,23230120,25548478,3881511,22646486
85441900,854419,22,Intermediate,5199311,5540121,6594195,5349537,1037048,5777875.5
85443000,854430,53,Intermediate,635519680,579116608,486111392,493699584,177105280,566915904
85444930,854449,22,Intermediate,44225812,43418736,63538684,74199360,12573290,50394412
85444990,854449,22,Intermediate,116929232,116615824,156770944,115584432,8458536,130105336
85446020,854460,22,Intermediate,15435804,12131128,13853220,26138276,7292830,13806717
85446040,854460,22,Intermediate,9954087,7147193,35263392,40096220,9703473,17454890
85447000,854470,22,Intermediate,228094816,215333872,283693120,256643232,47608880,242373936
86011000,860110,521,Capital,0,0,0,0,0,0
86031000,860310,521,Capital,13073,0,1814333,7631767,0,609135.3125
86039000,860390,521,Capital,0,0,221000,0,0,73666.66406
86040000,860400,521,Capital,14190,0,107400,21095,0,40530
86071200,860712,53,Intermediate,314791,1239407,0,84474,14693,518066
86071906,860719,53,Intermediate,1228420,1292767,358025,457288,28853,959737.3125
86071912,860719,53,Intermediate,93848400,17643520,24731448,26851456,10138631,45407788
86071915,860719,53,Intermediate,598610,768071,566103,1230637,1045560,644261.3125
86071990,860719,53,Intermediate,33075744,20851712,12077671,20104904,11182770,22001708
86072110,860721,53,Intermediate,23267678,14064950,10268426,9829945,2558223,15867018
86072150,860721,53,Intermediate,2996893,2430935,1919215,2750878,955250,2449014.25
86072910,860729,53,Intermediate,721315,388587,346155,572114,214103,485352.3438
86072950,860729,53,Intermediate,4823456,3698785,3771342,2337130,574126,4097861
86079100,860791,53,Intermediate,74728032,45650292,36907864,23686252,7425402,52428728
86079910,860799,53,Intermediate,63511876,35628484,24525876,30342268,5166755,41222080
86079950,860799,53,Intermediate,13692479,14834964,22858636,43418136,12543589,17128692
86080000,860800,41,Capital,9722489,6928856,7764735,7833107,1784704,8138693.5
87011001,870110,41,Capital,0,0,253710,0,0,84570
87013010,870130,41,Capital,1801543,1655362,9692396,5621144,0,4383100.5
87021031,870210,521,Capital,0,0,8144987,3085334,678051,2714995.75
87021061,870210,521,Capital,0,0,0,0,0,0
87022031,870220,521,Capital,0,0,0,0,0,0
87022061,870220,521,Capital,0,0,0,0,0,0
87023031,870230,521,Capital,0,0,0,0,0,0
87023061,870230,521,Capital,0,0,0,0,0,0
87024031,870240,521,Capital,0,0,21933,2381917,6152900,7311
87024061,870240,521,Capital,0,0,577880,778883,176760,192626.6719
87029031,870290,521,Capital,0,0,17247708,6407842,206288,5749236
87029061,870290,521,Capital,0,0,78283,39096,0,26094.33398
87032101,870321,51,Unspecified,0,0,214553344,213167536,30792540,71517784
87032201,870322,51,Unspecified,0,0,4369301,28469884,857499,1456433.625
87032301,870323,51,Unspecified,0,0,1457739264,1587479296,462241696,485913088
87032401,870324,51,Unspecified,0,0,38615160,7077480,88000,12871720
87033101,870331,51,Unspecified,0,0,174390,0,0,58130
87033201,870332,51,Unspecified,0,0,2231236,1721394,1045158,743745.3125
87033301,870333,51,Unspecified,0,0,1356061,0,0,452020.3438
87034000,870340,51,Unspecified,0,0,1860855,1736143,0,620285
87035000,870350,51,Unspecified,0,0,0,0,0,0
87036000,870360,51,Unspecified,0,0,11648096,109268144,9437493,3882698.75
87037000,870370,51,Unspecified,0,0,16123,32352,0,5374.333496
87038000,870380,51,Unspecified,0,0,3927817,3009460,1199992,1309272.375
87039001,870390,51,Unspecified,0,0,15269495,345021,250593,5089831.5
87041010,870410,521,Capital,48060,68000,490369,350000,0,202143
87041050,870410,521,Capital,0,4950,2039,46148,0,2329.666748
87042100,870421,521,Capital,0,48200,0,0,0,16066.66699
87042210,870422,521,Capital,758700,321148,1982066,0,0,1020638
87042250,870422,521,Capital,37765,0,0,0,0,12588.33301
87042300,870423,521,Capital,0,0,0,0,0,0
87043100,870431,521,Capital,113784,64906,669160,4339744,211297,282616.6563
87043200,870432,521,Capital,0,0,0,0,0,0
87053000,870530,521,Capital,0,0,0,0,0,0
87054000,870540,521,Capital,0,0,152085,67080,0,50695
87060025,870600,53,Intermediate,0,0,2425,0,0,808.333313
87060030,870600,53,Intermediate,0,0,0,5842,0,0
87091100,870911,41,Capital,1658241,3333326,3375799,1193989,2830463,2789122
87091900,870919,41,Capital,2528747,6158209,6887759,3769222,592806,5191571.5
87099000,870990,42,Intermediate,30436228,25719662,28196784,27670074,7328790,28117558
87115000,871150,522,Consumption,3000,7500,0,0,0,3500
88021100,880211,521,Capital,22713468,13269971,14884863,862820,124809,16956100
88021200,880212,521,Capital,0,0,0,0,0,0
88022000,880220,522,Consumption,2056107,1950639,1301136,739310,376403,1769294
88023000,880230,521,Capital,0,0,0,0,0,0
88024000,880240,521,Capital,0,0,0,0,0,0
88026030,880260,521,Capital,0,0,0,0,0,0
88026090,880260,521,Capital,0,0,0,0,0,0
88031000,880310,53,Intermediate,171645,494440,299989,769725,43039,322024.6563
88032000,880320,53,Intermediate,7219727,7473264,27443504,18895576,2922487,14045498
88033000,880330,53,Intermediate,451801088,441094048,459976480,526105088,198457744,450957216
88039030,880390,53,Intermediate,104688,0,0,32234,0,34896
88039090,880390,53,Intermediate,1333220,4064940,4058348,3942193,431006,3152169.25
88051000,880510,7,Unspecified,4200,11575,0,4506,0,5258.333496
88052100,880521,7,Unspecified,81134,23720,2038,0,6500,35630.66797
88052900,880529,7,Unspecified,186379,186488,228276,219859,118048,200381
89011000,890110,521,Capital,0,14300,0,19636,0,4766.666504
89012000,890120,521,Capital,0,0,0,0,0,0
89019000,890190,521,Capital,124000,0,6286,35585,0,43428.66797
89020000,890200,521,Capital,0,9510,19230,192050,0,9580
89040000,890400,521,Capital,0,0,0,0,0,0
89051000,890510,41,Capital,6880,0,0,0,33972,2293.333252
89052000,890520,41,Capital,0,0,0,0,0,0
89059050,890590,41,Capital,0,7671,9000,79500,0,5557
89069000,890690,7,Unspecified,3623820,2963871,234052,262431,283600,2273914.25
89080000,890800,21,Intermediate,15700,5971,0,0,0,7223.666504
90029020,900290,22,Intermediate,1147984,1290534,1783967,2524727,850876,1407495
90029040,900290,22,Intermediate,686798,1191413,3530215,2282690,666792,1802808.625
90029070,900290,22,Intermediate,36442,2006,24080,266417,0,20842.66602
90029095,900290,22,Intermediate,16830216,17870276,20926052,25758880,6598030,18542182
90111040,901110,41,Capital,551682,793756,2597193,2536163,784089,1314210.375
90111080,901110,41,Capital,5474713,5597607,7841384,8672897,2408419,6304568
90112040,901120,41,Capital,2066690,1962348,2443869,2235424,366704,2157635.75
90119000,901190,42,Intermediate,17624812,16526439,14706325,15378605,4418578,16285859
90121000,901210,41,Capital,2339361,2589735,3069954,1775068,299038,2666350
90129000,901290,42,Intermediate,1782790,1727841,2685177,2027374,758473,2065269.375
90131045,901310,41,Capital,0,25869,97826,67731,89745,41231.66797
90132000,901320,41,Capital,34244156,40190840,41484040,31379252,8604053,38639680
90138070,901380,41,Capital,172305920,227976800,274639104,219234096,26648428,224973936
90141070,901410,41,Capital,1599212,1185882,1041526,1107075,764062,1275540
90142020,901420,41,Capital,131746,110723,4509447,3247624,0,1583972
90142040,901420,41,Capital,1008246,424211,57526,0,0,496661
90142060,901420,41,Capital,40740,503080,439096,959204,225217,327638.6563
90142080,901420,41,Capital,761997,2248379,1133181,897866,132424,1381185.625
90148010,901480,41,Capital,186583,206794,214270,209457,41682,202549
90148020,901480,41,Capital,3053363,2276343,3923485,6178448,1087794,3084397
90148040,901480,41,Capital,24832552,6648478,63759324,103934144,19425836,31746784
90148050,901480,41,Capital,1493744,1152260,1619547,680604,262832,1421850.375
90149010,901490,42,Intermediate,12897,55036,132724,252916,1478522,66885.66406
90149020,901490,42,Intermediate,32720,266984,83087,974653,348771,127597
90149040,901490,42,Intermediate,4698,78783,300733,49130,22841,128071.3359
90149060,901490,42,Intermediate,14210178,6391111,5250034,8600868,5681296,8617108
90151080,901510,41,Capital,2161894,2960187,5600868,5973107,3712033,3574316.25
90152040,901520,41,Capital,12681653,8707356,12045060,8483527,2018586,11144690
90152080,901520,41,Capital,252633,213291,133544,256508,31316,199822.6719
90154040,901540,41,Capital,13294,153235,344199,414446,0,170242.6719
90154080,901540,41,Capital,110017,132500,19369,88256,12375,87295.33594
90158020,901580,41,Capital,599209,254653,602490,711542,185108,485450.6563
90158060,901580,41,Capital,63896,490330,547808,174405,172219,367344.6563
90158080,901580,41,Capital,51898404,48439224,56603068,43267816,6259261,52313564
90181130,901811,41,Capital,2296170,2620975,3438258,3377736,642277,2785134.25
90181160,901811,41,Capital,942966,658020,484843,830162,129357,695276.3125
90181190,901811,41,Capital,13038155,15847439,13539206,16013794,5112183,14141600
90181200,901812,41,Capital,61827696,70570272,86008320,101114288,22827402,72802096
90181300,901813,41,Capital,47310468,52520396,44933716,52246556,1850083,48254860
90181400,901814,41,Capital,43638,527173,403046,470744,0,324619
90181940,901819,41,Capital,22665204,21885916,23309012,22912732,8525414,22620044
90181955,901819,41,Capital,49073528,60612704,64500788,57691100,11635148,58062340
90181975,901819,41,Capital,18168114,17503836,21341212,17972144,4562829,19004388
90181995,901819,41,Capital,383626816,355372480,333477312,311558240,87188240,357492192
90182000,901820,41,Capital,7865219,6527545,8184366,8137061,2111880,7525710
90189020,901890,41,Capital,9027529,12144213,13468820,10651910,4482392,11546854
90189030,901890,41,Capital,43939596,48211576,53069124,49489688,14380746,48406764
90189060,901890,41,Capital,55233512,49637092,43871592,62635668,21559900,49580732
90189075,901890,41,Capital,54140908,57161256,47774524,57936864,18239142,53025564
90215000,902150,61,Consumption,21289,31698,313223,19660,2200,122070
90221200,902212,41,Capital,147692304,170469968,134618144,108252736,14369167,150926800
90221300,902213,41,Capital,47250,46069,176374,36723,0,89897.66406
90221400,902214,41,Capital,32778052,38899100,40120008,50507816,16107570,37265720
90221900,902219,41,Capital,18965860,21084508,16423376,20566228,2698003,18824582
90222100,902221,41,Capital,981452,1442181,4894116,1112830,5007514,2439249.75
90222980,902229,41,Capital,37769,19011,406331,528944,156543,154370.3281
90223000,902230,42,Intermediate,7171784,6928243,8578948,11897189,4792947,7559658.5
90229005,902290,42,Intermediate,2902819,3920031,5468825,6986016,1329460,4097225
90229015,902290,42,Intermediate,0,2147,0,73446,0,715.666687
90229025,902290,42,Intermediate,18217292,25576672,21271468,24407840,5489879,21688478
90229040,902290,42,Intermediate,797883,1203977,1668877,1281503,246926,1223579
90229060,902290,42,Intermediate,138679968,162637952,178170160,172920000,52467720,159829360
90229095,902290,42,Intermediate,10208890,11359659,11668939,12695944,4455569,11079163
90241000,902410,41,Capital,7339671,4919233,5524311,4048647,609197,5927738.5
90248000,902480,41,Capital,7333684,6265773,6084485,5071657,1564803,6561314
90249000,902490,42,Intermediate,5432828,4174188,4403521,3486228,1767539,4670179
90261020,902610,41,Capital,70133408,42485988,39954672,47221892,11998524,50858024
90262040,902620,41,Capital,92791872,102841480,134228032,126752288,31315120,109953792
90268020,902680,41,Capital,14156084,16085539,17631068,19299478,3911299,15957564
90269020,902690,42,Intermediate,48938492,39236056,55160176,54459400,15033652,47778240
90269040,902690,42,Intermediate,18049744,17636412,23646992,16976730,2985588,19777716
90269060,902690,42,Intermediate,50613816,38416296,38436912,38572984,9784129,42489008
90272050,902720,41,Capital,66905472,52037288,55184344,33777968,4013025,58042368
90272080,902720,41,Capital,565361,369973,526219,510601,43336,487184.3438
90273040,902730,41,Capital,44570616,51749056,48422432,32491664,6311632,48247368
90273080,902730,41,Capital,2083464,3625784,5617500,4299840,541852,3775582.75
90275010,902750,41,Capital,60021,113003,148857,475847,77904,107293.6641
90275040,902750,41,Capital,134454704,127413176,137707712,123862240,23764552,133191864
90275080,902750,41,Capital,3429704,3717998,7006915,10492949,2329473,4718205.5
90278025,902780,41,Capital,8192,3210,308170,298647,9000,106524
90278045,902780,41,Capital,130601504,119048752,120178312,139529792,51552280,123276192
90278080,902780,41,Capital,20627072,17768532,16489475,17938560,2940511,18295026
90279045,902790,41,Capital,7932610,7346852,8597125,10624082,3329498,7958862.5
90279054,902790,41,Capital,126024256,68602400,8459803,5859077,1517229,67695488
90279056,902790,41,Capital,0,48006464,113404936,123128728,45248444,53803800
90279059,902790,41,Capital,0,13316720,26521282,27873228,7673674,13279334
90279064,902790,41,Capital,1917350,2632794,3417607,4727236,1677727,2655917
90279084,902790,41,Capital,2013140,2788478,4677188,7055433,1230942,3159602
90279088,902790,41,Capital,3802543,5304734,8750754,9021216,1713623,5952677
90289000,902890,42,Intermediate,63398152,59945704,62929240,70866224,15539651,62091032
90301000,903010,41,Capital,1133953,4415440,11587130,9616867,1235996,5712174.5
90302005,903020,41,Capital,351192,327004,881930,471113,18587,520042
90303334,903033,41,Capital,0,28100192,37512868,17762168,4403623,21871020
90303338,903033,41,Capital,0,21147544,52604988,80669088,31460896,24584178
90303901,903039,41,Capital,19937404,18355796,19898628,16907276,4057415,19397276
90304000,903040,41,Capital,71999840,76856704,83451432,65955924,8300927,77435992
90308200,903082,41,Capital,30859000,46367212,32285152,37220768,3640123,36503788
90309025,903090,42,Intermediate,1068051,1552191,3966747,5591500,1850636,2195663
90309046,903090,42,Intermediate,0,727296,1789746,3062774,1195411,839014
90309066,903090,42,Intermediate,27538368,21754838,24933492,15274533,2436089,24742232
90309068,903090,42,Intermediate,16188195,12501337,12366539,14580352,4568918,13685357
90309084,903090,42,Intermediate,23212566,26267570,35538480,49892516,7283578,28339538
90309089,903090,42,Intermediate,0,14583179,26978192,28769988,7383243,13853790
90311000,903110,41,Capital,4143785,5736353,10143329,6627272,1423107,6674489
90312000,903120,41,Capital,1078238,3264918,3255195,4139488,615960,2532783.75
90314100,903141,41,Capital,2549042,2290002,1745459,3210890,1197383,2194834.25
90314910,903149,41,Capital,1416907,1225474,1540207,1706898,480838,1394196
90314940,903149,41,Capital,683436,2003965,1351062,1338459,322570,1346154.375
90314970,903149,41,Capital,136250,12938,8508,38736,50443,52565.33203
90314990,903149,41,Capital,84647536,106458936,124349120,127118200,31667546,105151864
90318040,903180,41,Capital,635187,76795,299768,204888,0,337250
90318080,903180,41,Capital,351312448,346512224,326634176,298895104,63598688,341486272
90319021,903190,42,Intermediate,0,77040,481646,487132,79072,186228.6719
90319054,903190,42,Intermediate,7551286,5734094,6520249,5626514,2367859,6601876.5
90319059,903190,42,Intermediate,0,4942065,10267770,12132413,4296997,5069945
90319070,903190,42,Intermediate,416738,379000,625769,374163,141218,473835.6563
90319091,903190,42,Intermediate,0,22256182,49160180,49045120,15486186,23805454
90321000,903210,41,Capital,283471488,325471712,412301664,425800576,92705240,340414944
90322000,903220,41,Capital,529919,395938,649548,828638,650650,525135
90328100,903281,41,Capital,7820823,4760544,7189459,8257115,1477325,6590275.5
90328920,903289,41,Capital,4979701,5921648,8617124,15468179,1786521,6506157.5
90328940,903289,41,Capital,9451143,8756185,8146834,16377034,1677912,8784721
90328960,903289,41,Capital,268408832,322929376,327143808,270579328,66099612,306160672
90329021,903290,42,Intermediate,0,1534700,2283623,4134979,625652,1272774.375
90329041,903290,42,Intermediate,0,1629198,4193505,3479081,351717,1940901
90329061,903290,42,Intermediate,0,26816036,57932824,49032224,11335673,28249620
90330020,903300,42,Intermediate,0,204469,2788859,3637797,690029,997776
90330030,903300,42,Intermediate,0,31093,101115,185104,74387,44069.33203
90330090,903300,42,Intermediate,0,4054832,10854583,9320332,2108838,4969805
